Nombre,Resumen,Tipo de entidad,Categorías,Dirección (calle y nº),Dirección (resto),C.P.,Población,Provincia,Zona,Latitud,Longitud,Teléfono 1,Teléfono 2,Fax,Correo electrónico 1,Correo electrónico 2,Web 1,Web 2,Año de creación,Forma jurídica,Descripción general,Objetivo como entidad,Finanzas,Valores sociales y medioambientales,Forma de acceso,Redes de las que forma parte,Otras entidades con las que colabora,Proyectos en marcha,Necesidades,Ofrecimientos,Información adicional,Fecha última actualización
BdT Escolares,,Grupo/colectivo,Banco de tiempo - Municipal,"Av. Fernández Ladreda, 48",,33011,Oviedo,Asturias,,43.3707337,-5.8330566,985 217 295,,,nuevasfamilias@yahoo.es,,,,None,,,,,,,,,,,,,2013-06-07 20:14:47
BdT Inguralde,,Grupo/colectivo,Banco de tiempo - Municipal,Pº Dolores Ibarruri s/n,,48901,Barakaldo,Vizcaya,,43.2998368,-2.9893729,944 189 044,,,inforempleo@inguralde.com,,,,None,,,,,,,,,,,,,2013-06-07 20:14:52
BdT Jacetania,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de Campoy Irigoyen, 4  - local",,22700,Jaca,Huesca,,40.38,-3.86,675 988 738 / 659 113 833,,,btjacetania@ademup.org,,,,None,,,,,,,,,,,,,2013-06-07 20:15:45
BdT Joven de la Comarca Filabres-Alhamilla,,Grupo/colectivo,Banco de tiempo - Municipal,"Glorieta de las Angustias, s/n",,4200,Tabernas,Almería,,40.38,-3.86,950 365 031,,,juventudfilabresalhamilla@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:15:49
BdT La Bordeta,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Hospital de la Bordeta, 14",,25001,Lleida,Lleida,,41.6175899,0.6200146,,,,marisagarciahorcajada@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:15:53
BdT Mancomunidad Madrid Sureste,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de Luís de Requesens, 2",,25890,Villarejo De Salvanés,Madrid,,40.1678741,-3.2765033,913 677 655 / 918 744 379,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:15:56
BdT Mataró,Banco del Tiempo de Mataró y cercanías,Asociación,Banco de tiempo - Municipal,"Sant Pelegri, 3",,08301,Mataró,Barcelona,,41.5400816,2.4493299,93 7419160,,,,,http://www.bancdeltempsmataro.org/,,2006,,Banco del Tiempo de Mataró,,,,,,,,,,,2015-05-27 12:30:54
BdT Musutruk - Ibarrekolanda,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Errondoko, 2",,48015,Bilbao,Vizcaya,,43.2773531,-2.958716,665 474 215,,,musutruk07@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:00
BdT Ovida,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Lena, 5",,33006,Oviedo,Asturias,,43.3519679,-5.8676691,902 350 902,,,info@ovida.es,,,,None,,,,,,,,,,,,,2013-06-07 20:16:05
BdT Pont del Dimoni,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Santa Eugènia, 146",,17006,Girona,Girona,,41.9776281,2.8072941,972 237 063,,,bdtpontdeldimoni@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:08
BdT R-ciclo,,Grupo/colectivo,Banco de tiempo - Municipal,C/ del Ave María,,18009,Granada,Granada,,37.1705616,-3.5909801,,,,bancodeltiempor.ciclo@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:11
BdT Ribagorza Central,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ San Sebastián, 17, Campo",,22450,Campo,Huesca,,42.4097942,0.3998579,974 550 114 / 679 197 632,,,ccastancampo@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:14
BdT Ribagorza Oriental,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Mayor, 4 - Casa Farré",,22580,Benabarre,Huesca,,42.1087048,0.4803197,600 520 466,,,budaloke@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:18
BdT San Cristóbal de Los Ángeles,,Grupo/colectivo,Banco de tiempo - Municipal,"Pl. de los Pinazos, 6",,28021,Madrid,Madrid,,40.3427663,-3.6903066,664 787 828,,,bancodeltiemposc@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:22
BdT Sant Adrià,,Asamblea,Banco de tiempo - Comunitario,Carrer Orella nº2,,08930,Sant Adrià de Besòs,Barcelona,Barri Casc Antic de Sant Adrià de Besòs,41.434392,2.2140899,671629387,,,bdt.santadria@gmail.com,,http://santadria.bdtonline.org/,,2013,,,,,,,,,,,,,2013-09-10 09:47:55
BdT Sendotu,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Bailén Kalea, 5",,48003,Bilbao,Vizcaya,,43.2590324,-2.9271418,944 160 420,,,bancotiemposendotu@sartu.org,,,,None,,,,,,,,,,,,,2013-06-07 20:17:01
BdT Sofisma,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Virgen del Rosario, 7",,35600,Puerto Del Rosario,Fuerteventura,,28.4982423,-13.8592781,622 585 771,,,sofismacanarias@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:18:52
BdT Sugus - Universidad de Sevilla,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Sevilla,Sevilla,,37.3880961,-5.9823299,,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:16:28
BdT Tic Tac,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Lealtad, 14, 4º",,39002,Santander,Cantabria,,43.4609512,-3.8085278,942 221 149,,,cscantabria@ono.com,,,,None,,,,,,,,,,,,,2013-06-07 20:16:31
BdT Universidad de Extremadura,,Grupo/colectivo,Banco de tiempo - Municipal,"Av. De la Universidad, s/n - Edif. Usos Múltiples",,10071,Cáceres,Cáceres,,39.471329,-6.370961,924 289 467,,,bancodetiempocud@unex.es,,,,None,,,,,,,,,,,,,2013-06-07 20:16:34
BdT Universidad Pablo Olavide,BdT universitario,Otros,Banco de tiempo - Comunitario,Universidad Pablo Olavide. Unidad de Cultura y Participación social,"Ctra Utrera, km 1",41013,Sevilla,Sevilla,,37.354703,-5.937577,,,,bancodeltiempo@upo.es,,https://www.upo.es/upsc/Banco_del_Tiempo/index.jsp,,2015,,Banco de Tiempo Universitario,,,,,,,,,,,2015-07-23 14:43:38
BIERZIN,EcoRed Bierzo,Otros,Moneda/Mercado social - Todos,,,,Ponferrada,Leon,,42.5499958,-6.598259,,,,ecoredbierzo@gmail.com,,https://n-1.cc/g/grupo-local-bierzo+ecored-bierzo:-ces,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
BONIATO,Mercado Social Madrid,Cooperativa,Moneda/Mercado social - Todos,,,,Madrid,Madrid,,40.4167754,-3.7037902,,,,monedamesm@konsumoresponsable.coop,,http://konsumoresponsable.coop/mercado-social-madrid,,None,,,,,,,,,,,,,2014-01-25 12:43:01
ca la utopia,"permacultura, agricultura ecologica, punto de creacion y experimentacion sostenible",Otros,Moneda/Mercado social - Todos,,,,,,conca de barberà,41.3765805,1.1604963,,,,calutopia@hotmail.es,,https://www.facebook.com/cala.utopia,,None,,,,,,,,,,,,,2013-10-16 07:57:03
Capsa de Valors Banc del temps dels treballadors de FGC,,Asociación,Banco de tiempo - Comunitario,"Carrer Cardenal de Sentmenat, 4",Sarrià,08017,Barcelona,Barcelona,,41.3976218,2.125741,606011116,,,capsadevalorsfgc@gmail.com,,http://bancdeltempsfgc.wordpress.com/,,2013,,Banc dels Temps dels treballadors i jubilats de FGC,,,,,,,,,,,2014-03-31 09:26:35
CELEMIN,Cooperativa Integral de Zamora,Otros,Moneda/Mercado social - Todos,,,,Zamora,Zamora,,41.507326,-5.745313,,,,consumocracia@gmail.com,,http://www.facebook.com/pages/Cooperativa-Integral-Zamorana/329152760522851,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
CHOQUITO,,Otros,Moneda/Mercado social - Todos,,,,Huelva,Huelva,,37.261421,-6.9447224,,,,elchoquito@hotmail.es,,http://elchoquito.wordpress.com/,https://www.facebook.com/elchoquitohuelva,None,,,,,,,,,,,,,2013-05-01 15:10:55
Comunidad de Intercambio de Guadalajara La Bellota,"La Comunidad de Intercambio de Guadalajara (CIG) es una comunidad de personas que intercambian sus bienes y servicios usando la moneda social La Bellota, y está abierta a cualquier persona de la provincia de Guadalajara.",Asamblea,Moneda/Mercado social - Todos,"C/ Cronista Juan Catalina, 5",,19001,Guadalajara,Guadalajara,,None,None,650667609,,,labellota.info@gmail.com,,http://www.labellotadeguada.blogspot.com/,,2013,,"La Comunidad de Intercambio de Guadalajara (CIG) es una comunidad de personas que intercambian sus bienes y servicios usando la moneda social La Bellota, abierta a todas las personas de la provincia de Guadalajara.

Se trata de una iniciativa que surgió en el Rincón Lento de Guadalajara, y que se dinamiza a través de mercadillos, encuentros e intercambios. La organización y la toma de decisiones es asamblearia y horizontal.

El objetivo de la CIG es crear una economía centrada en las personas que la crean. Poner el dinero (en este caso, las bellotas) al servicio de las personas y no al contrario. Y resaltar los cuidados y apoyo mutuo en comunidad. La bellota es sólo un instrumento, lo más importante es la Comunidad que la usa.",,,,,,,,,,,2014-05-07 23:45:15
Conseyu de Mocedá de Xixón (Consejo de Juventud de Gijón),,Plataforma,Banco de tiempo - Comunitario,Avenida Manuel Llaneza 68,Bajo,33208,Xixón/Gijón,Asturias,Municipio de Xixón,43.5344195,-5.6682448,985 15 50 72,,985 99 07 39,bancodeltiempo@cmx.es,,http://www.cmx.es/,,1996,,"El CMX es una federación de asociaciones juveniles que viene trabajando en el desarrollo del movimiento asociativo juvenil y la participación, apoyando el desarrollo de las asociaciones  a través de generar recursos formativos o de otro tipo para la mejora del funcionamiento interno de las asociaciones como del desarrollo de sus actividades. ",,,,,,,,,,,2014-01-28 09:51:58
COPIN,Red Asturiana de Comunidades de Trueque,Otros,Moneda/Mercado social - Todos,,,,Oviedo,Asturias,,43.3619145,-5.8493887,,,,rast@community-exchange.org,,http://www.rastru.es/,,None,,,,,,,,,,,,,2013-05-01 15:10:55
DEMOS,Asamblea popular del 15M en La Isleta,Otros,Moneda/Mercado social - Todos,,,,Las Palmas de Gran Canaria,Canarias,,28.1131545,-15.4408832,,,,contacto@monedademos.es,,http://monedademos.es/,,None,,"Demos es una moneda social online, alternativa al euro que funciona a través de la web monedademos.es.
Se realizan distintos MercaDemos físicos en varios puntos de la isla de Gran Canaria. Poco a poco comienza a consolidarse un grupo de usuarios en la isla de Tenerife.",,,,,,,,,,,2013-12-03 21:54:00
DIT,Universitat de Girona,Otros,Moneda/Mercado social - Todos,,,,Girona,Girona,,41.9722077,2.8198751,,,,info@fesedit.cat,,http://www.fesedit.cat/,,None,,,,,,,,,,,,,2013-05-01 15:10:55
DRAGO,,Otros,Moneda/Mercado social - Todos,,,,La Palma,Canarias,,28.7133828,-17.9057813,,,,info@eldrago.org,,http://eldrago.info/,,None,,,,,,,,,,,,,2013-05-01 15:10:55
DURILLO,Decrece Huelva,Otros,Moneda/Mercado social - Todos,,,,Aracena,Huelva,Sierra de Huelva,37.8935487,-6.5618884,,,,decrecimientohuelva@gmail.com,,http://www.facebook.com/groups/208777785907511/,http://decrecimientohuelva.wordpress.com/,None,,,,,,,,,,,,,2013-05-01 15:10:55
EBRE,EcoXarxa Ebre,Otros,Moneda/Mercado social - Todos,,,,Tortosa,Tarragona,"Ribera d'Ebre, Montsià, Terra Alta, Baix Ebre, Matarranya i Baix Maestrat",40.811487,0.521685,,,,ecoxarxaebre@gmail.com,ebre@ecoxarxes.cat,http://exebre.wordpress.com/,,2012,,"La Ecoxarxa Ebre somos una red de intercambio, es decir, un “grupo de personas que ponemos servicios, conocimientos y bienes a disposición de los demás, mediante una unidad de cambio elegida por todxs”. Nuestro ámbito son les terres de l'Ebre.

L’Ecoxarxa Ebre som una xarxa d’intercanvi, és a dir, un “grup de persones que fiquem serveis, coneixements i béns a la disposició dels/les altres, mitjançant una unitat de canvi triada per tots i totes”. El nostre àmbit són les Terres de l'Ebre",,,,,CIC,,,,,,2013-10-23 11:06:05
EBRO (Cooperativa Integral Aragonesa [CIAR]),Cooperativa Integral Aragonesa (CIAR),Cooperativa,Moneda/Mercado social - Todos,,,,Zaragoza,Zaragoza,,41.6487908,-0.8895811,,,,info@ciar.cc,,http://ciar.cc/,,None,,,,,,,CIC,,,,,,2013-10-16 07:49:36
ECO,Xarxa ECO de Tarragona,Otros,Moneda/Mercado social - Todos,,,,Tarragona,Tarragona,,41.1190191,1.2452119,,,,info@xarxaeco.org,,http://blog.xarxaeco.org/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO ( VC PM),Valencia Capital y Poblats Maritims,Otros,Moneda/Mercado social - Todos,,,,Valencia,Valencia,,39.4699075,-0.3762881,,,,,,,,None,,,,,,,CIC,,,,,,2013-10-16 07:51:10
ECO (Alt Congost),EcoAlt Congost,Asociación,Moneda/Mercado social - Todos,,,,Aiguafreda,Barcelona,Alt Congost,41.7478053,2.2925911,668872873,,,info@ecoaltcongost.org,,http://ecoaltcongost.org/,http://mercat.ecoaltcongost.org/,2012,,"El ECO Alt Congost es una comunidad de intercambio de bienes y servicios con una moneda local complementaria al Euro. Pueden participar los vecinos y las vecinas de los pueblos del Alt Congost, así como comercios locales, entidades y ayuntamientos. Los objetivos principales son potenciar la vecindad, potenciar el comercio local, aumentar el poder adquisitivo de los participantes, crear oportunidades laborales cooperativas y fomentar prácticas que ayuden a preservar el entorno de nuestros pueblos y apuesten por la verdadera sostenibilidad.",,,,,,,,,,,2013-10-16 07:53:14
ECO (Barcelona),Ecoxarxa de Barcelona,Otros,Moneda/Mercado social - Todos,,,,Barcelona,Barcelona,,41.3850639,2.1734035,,,,barcelona@ecoxarxes.cat,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (CI Eivissa),Cooperativa Integral d´Eivissa,Otros,Moneda/Mercado social - Todos,,,,Ibiza,Balears,,38.908951,1.428115,,,,leyre_saranna@yahoo.es,,http://www.cooperativaintegraldeivissa.org/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (Horta Sud),CES HORTA SUD,Otros,Moneda/Mercado social - Todos,,,,Valencia,Valencia,,39.4699075,-0.3762881,,,,cihortasud@gmail.com,,http://cihortasud.blogspot.com.es/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (Hoya de Buñol),EcoRed Hoya de Buñol,Otros,Moneda/Mercado social - Todos,,,,Chiva,Valencia,Hoya de Buñol,39.474368,-0.716754,,,,ecoredhb@gmail.com,,http://ecoredhoyade.blogspot.com.es/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (La Safor - Valldigna),Ecoxarxa de La Safor - Valldigna,Otros,Moneda/Mercado social - Todos,"C/ Pintor Sorolla, 39",,46702,Gandía,Valencia,La Safor - Valldigna,None,None,,,,ecoxarxar.saforvall@riseup.net,,http://ecoxarxasaforvall.wordpress.com/,,2014,,,,,,,,,,,,,2014-01-12 20:02:43
ECO (Meliana),Sistema d'Intercanvi Local de Meliana,Asamblea,Moneda/Mercado social - Todos,,,46133,Meliana,Valencia,L'Horta Nord ,39.5286011,-0.3477733,,,,silmeliana@gmail.com,,http://sil-meliana.blogspot.com.es/,,2012,,"Associació ciutadana sense ànim de lucre que té un doble propòsit: facilitar els intercanvis de béns i serveis entre les persones quan la moneda convencional és escassa o no és necessària i recuperar el teixit veïnal. Formem part de Xarxa de Xarxes d'Intercanvi Valencianes -XXIV. 
",,,,,,,,,,,2015-07-23 14:41:46
ECO (Mijares Palancia),EcoRed Mijares Palancia,Otros,Moneda/Mercado social - Todos,,,,Xèrica,Castellón,,39.8873558,-0.5730713,,,,ecoredpalanciamijares@gmail.com,,http://ecoredpalanciamijares.blogspot.com.es/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (Morvedre),Ecoxarxa Morvedre,Otros,Moneda/Mercado social - Todos,,,,Sagunto,Valencia,,39.677606,-0.279673,,,,ecoxarxamorvedre@gmail.com,,https://www.facebook.com/ecoxarxa.morvedre?hc_location=stream,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (Penèdes),Ecoxarxa Penedès,Otros,Moneda/Mercado social - Todos,,,,Vilafranca del Penedès,Barcelona,,41.347775,1.696395,,,,penedes@ecoxarxes.cat,,https://cooperativa.ecoxarxes.cat/,http://ecopenedes.blogspot.com.es/,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (Pla de l`Estany),Ecoxarxa del Pla de l'Estany,Otros,Moneda/Mercado social - Todos,,,,Banyoles,Girona,Pla de l'Estany,42.1181833,2.7651488,,,,vado@tresones.com,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:55
ECO (VN-HN),Valencia Norte-Horta Nord,Otros,Moneda/Mercado social - Todos,,,,Valencia,Valencia,,39.4699075,-0.3762881,,,,,,,,None,,,,,,,CIC,,,,,,2013-10-16 07:52:06
ECOBASIC,CIC Renda Bàsica,Otros,Moneda/Mercado social - Todos,,,,Barcelona,Barcelona,,41.3850639,2.1734035,,,,vado@tresones.com,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOCIV,Cooperativa Integral Valenciana,Otros,Moneda/Mercado social - Todos,,,,Valencia,Valencia,,39.4699075,-0.3762881,,,,monedasocialciv@riseup.net,,http://atornallom.net/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOCOOP,Cooperativa Integral Catalana,Otros,Moneda/Mercado social - Todos,,,,Barcelona,Barcelona,,41.3850639,2.1734035,,,,barcelona@ecoxarxes.cat,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOGARRAF,EcoXarxa del Garraf,Otros,Moneda/Mercado social - Todos,,,,Vilanova i la Geltrú,Barcelona,El Garraf,41.2151504,1.727446,,,,garraf@ecoxarxes.cat,,https://cooperativa.ecoxarxes.cat/g/ecoxarxa_del_garraf,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOGIR,Ecoxarxa Girona,Otros,Moneda/Mercado social - Todos,,,,Girona,Girona,,41.9722077,2.8198751,,,,girona@ecoxarxes.cat,,http://ecoxarxagirona.wordpress.com/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOSENY,Ecoxarxa del Montseny,Otros,Moneda/Mercado social - Todos,,,,Santa Maria de Palautorderá,Barcelona,Montseny,41.693365,2.4458364,,,,info@ecoseny.net,,http://www.ecoseny.net/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOSENY,Ecoxarxa d'Osona,Otros,Moneda/Mercado social - Todos,,,,Vic,Barcelona,Osona,41.9304373,2.2544335,,,,ecoxarxaosona@gmail.com,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2014-12-28 22:16:32
ECOSENY (Vallès O.),Ecoxarxa del Vallès Occidental,Otros,Moneda/Mercado social - Todos,,,,Terrassa,Barcelona,Vallès Occidental,41.563211,2.0088747,,,,projectepachamama@cooperativaintegral.cat,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOSOL,XES - xarxa d'economia solidària,Otros,Moneda/Mercado social - Todos,,,,Barcelona,Barcelona,,41.3850639,2.1734035,,,,info@xes.cat,,http://www.xes.cat/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Ecotracte,Red de intercambios tipo LETS,Red,Moneda/Mercado social - Todos,,,08500,,Barcelona,Osona,41.9273762,2.2531929,,,,info@ecotracte.org,,http://www.ecotracte.org/,,2014,,"Comunidad donde los usuarios pueden ofrecer o solicitar diferentes servicios o productos sin utilizar dinero, mediante una unidad de valor llamada EcoPunt.",,,,,,,,,,,2014-11-18 18:19:29
ECOVALL,Xarxa Ecovalldeltenes,Otros,Moneda/Mercado social - Todos,,,,"L, ametlla",Barcelona,Vallès Oriental,41.6638505,2.2581158,,,,mcdxavy@gmail.com,,http://www.facebook.com/xarxaecovalldeltenes,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
ECOVENT,Ecoxarxa Empordà,Otros,Moneda/Mercado social - Todos,,,,Figueres,Girona,Empordà,42.2663902,2.9612696,,,,ecoxarxadelemporda@gmail.com,,http://ecoxarxaemporda.wordpress.com/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
EcoXarxa Marina Alta,,Grupo/colectivo,Moneda/Mercado social - Todos,,,03700,Denia,Alicante,Marina Alta,38.8387992,0.1050557,,,,exma.info@gmail.com,,http://ecoxarxamarinaalta.blogspot.com.es/,,2014,,"La Ecoxarxa MARINA ALTA és una xarxa local d'intercanvi de béns, serveis, informació i coneixements entre particulars i professionals. Funciona a través de la moneda social, la barata directe i l'economia comunitària.
La Ecoxarxa MARINA ALTA proposa:
- L'economia local i de proximitat en lloc de l'economia global dominant.
- L'economia sostenible i ecològica enfront de l'economia depredadora del medi.
- La confiança, solidaritat i la col·laboració entre les persones usuàries de la xarxa.",,,,,,,,,,,2015-02-20 18:38:08
EcoXarxa Plana Baixa,,Asamblea,Moneda/Mercado social - Todos,,,,,Castellón,Comarca de la Plana Baixa,39.9863563,-0.0513246,,,,ecoxarxaplanabaixa@gmail.com,ecoxarxaplanabaixa.aco@gmail.com,http://expb.tk/,http://expb.byethost33.com/,2013,,"EcoXarxa Plana Baixa, una red de intercambio con moneda social, en la que intercambiar bienes, favores, servicios y conocimientos. Su ámbito es la comarca de la Plana Baixa dentro de la provincia de Castellón, lo que incluye municipios como Villarreal, Burriana, La Vall d'Uixó, Onda, Nules, Moncofar, Almenara, Bechí, ...",,,,,,,,,,,2015-05-27 12:29:16
EKHI,,Asamblea,Moneda/Mercado social - Todos,,,,Bilbao,Bizkaia,Bizkaia,43.2566901,-2.9240616,630196783,696440722,,ekhi.txanpona@gmail.com,bilbodiru@gmail.com,http://www.ekhitxanpona.org/,,2011,,"La moneda local Ekhi se empezó a gestar en Septiembre del 2011, en el seno del colectivo Desazkundea, bajo el nombre inicial de BilboDiru. Tras reflexionar sobre el sistema monetario vigente y cómo éste fuerza a la economía a crecer de forma ilimitada sobre un planeta limitado, nos planteamos el reto de crear una moneda local que enfrentara esa paradoja y promoviera la relocalización de la economía.",,,,,,,,,,,2013-10-23 11:08:13
El Alcor,,Asamblea,Moneda/Mercado social - Todos,,,41520,El Viso del Alcor,Sevilla,,None,None,610474705,,,monedaelalcor@gmail.com,,http://monedalocalelalcor.wordpress.com/,,2014,,"Una moneda local para El Viso del Alcor y los pueblos de la comarca del Alcor que nace para ayudar a quién más lo necesita y para empoderar a la gente de esta zona y su economía local.
Esperamos que esta iniciativa sirva de cabeza de playa para otras actividades de corte social y solidario que podamos realizar aquí con la ayuda de todos. Creemos comunidad.",,,,,,,,,,,2014-05-22 19:23:36
Entrehoras. Banco de Tiempo de la Asamblea de Retiro,,Grupo/colectivo,Banco de tiempo - Comunitario,,,,,Madrid,Retiro,40.406373,-3.682017,,,,,,https://www.facebook.com/EntrehorasBancoDeTiempoDeLaAsambleaRetiro,http://entrehoras.dyndns.org/do/member/home?fromMenu=true,2011,,,,,,,,,,,,,2013-07-20 19:20:35
EXPRONCEDA,Asociación Movimiento Páramo,Otros,Moneda/Mercado social - Todos,,,,Almendralejo,Badajoz,,38.681394,-6.407295,,,,movimientoparamo@movimientoparamo.org,,http://hosting.cyclos.org/expronceda/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
"FUNDACION CANCER, VIDA Y ESPERANZA, A.C. ",,Asociación,Moneda/Mercado social - Todos,BLVD MARIANO ESCOBEDO 4502 LOCAL 19 Y 20 ,PASEO DE JEREZ,37530,LEON,GTO. ,GUANAJUATO ,None,None,771 45 90,,,fundacion@canvies.org.mx,,http://www.canvies.org.mx/,,None,,SOLICITUD DE APOYO ,,,,,,,,,,,2014-03-19 09:01:46
GALEURO,Asociación cultural Fillos de Galicia,Otros,Moneda/Mercado social - Todos,,,,Santiago de Compostela,A Cruña,,42.8782132,-8.5448445,,,,galeuros@galeuros.com,,http://www.galeuros.com/,http://galeuros.wordpress.com/,None,,,,,,,,,,,,,2013-05-01 15:10:56
GIRO. ASOCIACIÓN DE SERVICIOS SOCIALES Y COMUNITARIOS,asociacion de servicios sociales y comuntarios que apuesta por la recuperación de valores y actitudes comunitarias y que en este momento están escondidos,Asociación,Red de trueque - Todos,"CALLE GENERAL MOSCARDÓ, 2-1ª PLANTA",,02630,LA RODA,ALBACETE,LA RODA,39.202746,-2.1625369,652607043,,,asociaciongiro@hotmail.es,labuenaletrica@gmail.com,,,2014,,"WWW.FACEBOOK.COM ASOCIACION GIRO

REMITO EL FACE POR SI QUISIERA MIRAR UN POQUILLO MAS, MUCHAS GRACIAS POR TODO
;)
",,,,,,,,,,,2014-05-20 13:12:05
GITA,Agiantza / Sortu / Peñascal,Otros,Moneda/Mercado social - Todos,,,,Bilbao,Bizkaia,,43.2566901,-2.9240616,,,,info@gitanet.eu,,http://blog.gitanet.eu/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
GOTA  Ecored Milaguas EsTeruel ,Red de intercambio del Sur-Este de Teruel (Sierras de Gúdar y Javalambre),Red,Moneda/Mercado social - Todos,,,44479,Olba,Teruel,Gúdar-Javalambre,40.133907,-0.626062,,,,ecored.milaguas.esteruel@gmail.com,,http://ecoredmilaguasesteruel.wordpress.com/,,None,,,,,,,CIC,,,,,,2013-10-16 08:03:22
Gratiferia de tarifa," "" Trae lo que quieras y llevate lo que quieras """,Asociación,Moneda/Mercado social - Todos,plaza de santa maria s/n ,"Alado del ayto de Tarifa  el mirador  "" casa de la Juventud """,11380,tarifa,cadiz,tarifa,36.0118882,-5.6021037,62740244,606713688,,gratiferiaserviciosentarifa@gmail.com,,https://www.facebook.com/Gratiferiaentarifa,,2012,,"Es un mercadillo donde todo es gratis, sin dinero,ni bonos,ni trueques, ni intercambios.Esto lo estamos realizando en plazas públicas donde llevamos ropa , calzado, plantas, libros, música, electrodomésticos, herramientas , talleres, juguetesm, etc..¡todo lo que tenga una 2º oportunidad!
Donde podeis dar y recibir, donde supone una ayuda para resolver pequeñas necesidades de la vida cotidiana.",,,,,,,,,,,2013-10-23 11:09:37
JARA,Banco de Tiempo de Aljarafe,Otros,Moneda/Mercado social - Todos,,,,Sevilla,Sevilla,Aljarafe,37.3880961,-5.9823299,,,,bancodeltiempoaljarafe@gmail.com,,http://monedajara.blogspot.com.es/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Juan Antonio Castillo Zambrana,,Individual,Red de trueque - Todos,Camino da Lamela 15,Camino da Lamela,15886,Teo,La coruña,Teo   Ames,None,None,981539069,981539069,,castillojuan8@gmail.com,castillojuan8@gmail.com,,,None,,Ofrecco tiempo como  conductor para personas que les quitaron el carnet de conducir.Tengo 50 años carnet de primera y experiencia en viaje .,,,,,,,,,,,2014-01-15 10:54:58
"kalube, centro de acción social",,Asociación,Banco de tiempo - Comunitario,carretera de Illora s/n,,18350,alomartes,granada,,None,None,697 24 62 36,,,,,,,2012,,,,,,,,,,,,,2013-12-04 15:37:52
KURRYS,Cooperativa Integral Riojana,Otros,Moneda/Mercado social - Todos,,,,Logroño,La Rioja,,42.4627195,-2.4449852,,,,cooperativaintegralriojana@gmail.com,,http://www.cooperativaintegralriojana.org/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
